iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
1977 3 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 3 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 8.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 8.00 0.00 -999.00
1977 4 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 37.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 37.00 0.00 -999.00
1977 4 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 55.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 55.00 0.00 -999.00
1977 4 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 52.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 52.00 0.00 -999.00
1977 4 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 31.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 31.00 0.00 -999.00
1977 4 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 7.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 7.00 0.00 -999.00
1977 4 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 4 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 99.30 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 13.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 13.00 0.00 -999.00
1977 5 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 51.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 51.00 0.00 -999.00
1977 5 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 74.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 74.00 0.00 -999.00
1977 5 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 73.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 73.00 0.00 -999.00
1977 5 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 51.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 51.00 0.00 -999.00
1977 5 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 13.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 13.00 0.00 -999.00
1977 5 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 93.00 0.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 5 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 2.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 2.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 2.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 2.00 -999.00 -999.00 0.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 -999.00
1977 6 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 1.00 -999.00 -999.00 22.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 15.00 147.10 -999.00
1977 6 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 100.00 2.00 -999.00 -999.00 89.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 48.00 346.70 -999.00
